case:concept:name,concept:name,start:timestamp,time:timestamp,org:resource
138,Choose best option,2011-02-21 17:26:25.043376,2011-02-21 17:26:26.043376,ROLE1_8
135,Settle Conditions With Supplier,2011-02-21 11:23:18.821137,2011-02-21 19:39:34.919348,ROLE3_0
135,Create Purchase Order,2011-02-21 19:39:34.919348,2011-02-21 19:51:48.718439,ROLE3_1
135,Confirm Purchase Order,2011-02-21 19:51:48.718439,2011-02-21 19:57:37.761248,ROLE5_0
134,Deliver Goods Services,2011-02-21 13:02:47.331478,2011-02-21 21:39:58.484428,ROLE5_2
134,Release Purchase Order,2011-02-21 21:39:58.484428,2011-02-21 21:39:59.484428,ROLE1_6
134,Approve Purchase Order for payment,2011-02-21 21:39:59.484428,2011-02-21 21:40:00.484428,ROLE3_2
134,Send Invoice,2011-02-21 21:40:00.484428,2011-02-21 21:40:01.484428,ROLE5_3
134,Release Supplier's Invoice,2011-02-21 21:40:01.484428,2011-02-21 21:43:28.135941,ROLE4_1
134,Authorize Supplier's Invoice payment,2011-02-21 21:43:28.135941,2011-02-21 21:43:29.135941,ROLE4_1
139,Create Purchase Requisition,2011-02-21 21:35:37.291957,2011-02-21 21:58:07.504510,ROLE1_0
134,Pay Invoice,2011-02-21 21:43:29.135941,2011-02-21 21:58:20.039659,ROLE4_1
139,Create Request for Quotation,2011-02-21 21:58:07.504510,2011-02-21 22:06:24.897660,ROLE6_11
140,Create Purchase Requisition,2011-02-21 21:52:40.450976,2011-02-21 22:16:27.058614,ROLE1_16
140,Analyze Purchase Requisition,2011-02-21 22:16:27.058614,2011-02-21 22:21:12.225965,ROLE2_1
139,Analyze Request for Quotation,2011-02-21 22:06:24.897660,2011-02-21 22:22:50.978349,ROLE0_0
140,Create Request for Quotation,2011-02-21 22:21:12.225965,2011-02-21 22:27:24.485205,ROLE6_3
139,Send Request for Quotation to Supplier,2011-02-21 22:22:50.978349,2011-02-21 22:42:14.533606,ROLE7_4
140,Analyze Request for Quotation,2011-02-21 22:27:24.485205,2011-02-21 22:58:12.087367,ROLE1_11
140,Amend Request for Quotation,2011-02-21 22:58:12.087367,2011-02-21 23:12:23.858965,ROLE1_8
140,Analyze Request for Quotation,2011-02-21 23:12:23.858965,2011-02-21 23:50:08.439945,ROLE1_13
140,Amend Request for Quotation,2011-02-21 23:50:08.439945,2011-02-21 23:59:52.096275,ROLE1_15
140,Analyze Request for Quotation,2011-02-21 23:59:52.096275,2011-02-22 00:21:08.627171,ROLE6_4
140,Amend Request for Quotation,2011-02-22 00:21:08.627171,2011-02-22 00:29:26.162139,ROLE1_15
140,Analyze Request for Quotation,2011-02-22 00:29:26.162139,2011-02-22 00:58:53.400880,ROLE7_3
140,Amend Request for Quotation,2011-02-22 00:58:53.400880,2011-02-22 01:05:58.676190,ROLE1_6
140,Analyze Request for Quotation,2011-02-22 01:05:58.676190,2011-02-22 01:25:01.042786,ROLE6_16
140,Amend Request for Quotation,2011-02-22 01:25:01.042786,2011-02-22 01:37:20.297170,ROLE1_15
140,Analyze Request for Quotation,2011-02-22 01:37:20.297170,2011-02-22 01:58:50.892084,ROLE2_0
140,Send Request for Quotation to Supplier,2011-02-22 01:58:50.892084,2011-02-22 02:26:22.669744,ROLE6_2
138,Settle Conditions With Supplier,2011-02-21 17:26:26.043376,2011-02-22 04:22:54.756184,ROLE6_0
137,Settle Conditions With Supplier,2011-02-21 14:17:39.501405,2011-02-22 04:24:14.292996,ROLE6_13
139,Create Quotation comparison Map,2011-02-21 22:42:14.533606,2011-02-22 04:26:55.520488,ROLE2_2
137,Create Purchase Order,2011-02-22 04:24:14.292996,2011-02-22 04:32:44.250473,ROLE3_2
138,Create Purchase Order,2011-02-22 04:22:54.756184,2011-02-22 04:34:21.227542,ROLE6_14
139,Analyze Quotation Comparison Map,2011-02-22 04:26:55.520488,2011-02-22 04:43:49.260709,ROLE1_0
139,Choose best option,2011-02-22 04:43:49.260709,2011-02-22 04:43:50.260709,ROLE1_9
138,Confirm Purchase Order,2011-02-22 04:34:21.227542,2011-02-22 04:49:30.909822,ROLE0_5
137,Confirm Purchase Order,2011-02-22 04:32:44.250473,2011-02-22 04:51:48.002482,ROLE5_3
136,Deliver Goods Services,2011-02-21 14:21:20.098976,2011-02-22 06:05:53.695546,ROLE5_4
136,Release Purchase Order,2011-02-22 06:05:53.695546,2011-02-22 06:05:54.695546,ROLE1_10
136,Approve Purchase Order for payment,2011-02-22 06:05:54.695546,2011-02-22 06:05:55.695546,ROLE3_0
136,Send Invoice,2011-02-22 06:05:55.695546,2011-02-22 06:05:56.695546,ROLE5_0
136,Release Supplier's Invoice,2011-02-22 06:05:56.695546,2011-02-22 06:12:39.513349,ROLE4_1
136,Authorize Supplier's Invoice payment,2011-02-22 06:12:39.513349,2011-02-22 06:12:40.513349,ROLE4_1
136,Pay Invoice,2011-02-22 06:12:40.513349,2011-02-22 06:25:39.210628,ROLE4_1
138,Deliver Goods Services,2011-02-22 04:49:30.909822,2011-02-22 06:37:06.506342,ROLE6_9
138,Release Purchase Order,2011-02-22 06:37:06.506342,2011-02-22 06:37:07.506342,ROLE1_14
138,Approve Purchase Order for payment,2011-02-22 06:37:07.506342,2011-02-22 06:37:08.506342,ROLE3_0
138,Send Invoice,2011-02-22 06:37:08.506342,2011-02-22 06:37:09.506342,ROLE5_0
138,Release Supplier's Invoice,2011-02-22 06:37:09.506342,2011-02-22 06:40:36.836392,ROLE0_3
138,Authorize Supplier's Invoice payment,2011-02-22 06:40:36.836392,2011-02-22 06:40:37.836392,ROLE6_1
138,Pay Invoice,2011-02-22 06:40:37.836392,2011-02-22 06:53:31.411040,ROLE0_4
140,Create Quotation comparison Map,2011-02-22 02:26:22.669744,2011-02-22 07:06:25.895158,ROLE6_12
140,Analyze Quotation Comparison Map,2011-02-22 07:06:25.895158,2011-02-22 07:26:56.041112,ROLE1_0
140,Choose best option,2011-02-22 07:26:56.041112,2011-02-22 07:26:57.041112,ROLE1_4
140,Settle Conditions With Supplier,2011-02-22 07:26:57.041112,2011-02-22 17:29:38.279945,ROLE0_7
140,Create Purchase Order,2011-02-22 17:29:38.279945,2011-02-22 17:42:34.251722,ROLE6_6
139,Settle Conditions With Supplier,2011-02-22 04:43:50.260709,2011-02-22 17:47:00.930898,ROLE6_5
140,Confirm Purchase Order,2011-02-22 17:42:34.251722,2011-02-22 17:52:55.550633,ROLE5_0
139,Create Purchase Order,2011-02-22 17:47:00.930898,2011-02-22 17:59:48.502473,ROLE3_0
139,Confirm Purchase Order,2011-02-22 17:59:48.502473,2011-02-22 18:18:44.210853,ROLE5_4
135,Deliver Goods Services,2011-02-21 19:57:37.761248,2011-02-22 18:37:03.426851,ROLE5_1
135,Release Purchase Order,2011-02-22 18:37:03.426851,2011-02-22 18:37:04.426851,ROLE1_3
135,Approve Purchase Order for payment,2011-02-22 18:37:04.426851,2011-02-22 18:37:05.426851,ROLE3_1
135,Send Invoice,2011-02-22 18:37:05.426851,2011-02-22 18:37:06.426851,ROLE5_2
135,Release Supplier's Invoice,2011-02-22 18:37:06.426851,2011-02-22 18:40:15.665223,ROLE4_0
135,Authorize Supplier's Invoice payment,2011-02-22 18:40:15.665223,2011-02-22 18:40:16.665223,ROLE4_0
135,Pay Invoice,2011-02-22 18:40:16.665223,2011-02-22 18:47:23.182956,ROLE4_0
141,Create Purchase Requisition,2011-02-22 20:07:07.903834,2011-02-22 20:14:27.739236,ROLE1_4
141,Create Request for Quotation,2011-02-22 20:14:27.739236,2011-02-22 20:16:29.121038,ROLE6_6
140,Deliver Goods Services,2011-02-22 17:52:55.550633,2011-02-22 20:20:01.422596,ROLE5_0
140,Release Purchase Order,2011-02-22 20:20:01.422596,2011-02-22 20:20:02.422596,ROLE1_6
140,Approve Purchase Order for payment,2011-02-22 20:20:02.422596,2011-02-22 20:20:03.422596,ROLE3_1
140,Send Invoice,2011-02-22 20:20:03.422596,2011-02-22 20:20:04.422596,ROLE5_2
141,Analyze Request for Quotation,2011-02-22 20:16:29.121038,2011-02-22 20:22:37.219080,ROLE6_10
140,Release Supplier's Invoice,2011-02-22 20:20:04.422596,2011-02-22 20:24:07.098761,ROLE0_1
140,Authorize Supplier's Invoice payment,2011-02-22 20:24:07.098761,2011-02-22 20:24:08.098761,ROLE7_1
140,Pay Invoice,2011-02-22 20:24:08.098761,2011-02-22 20:28:58.396830,ROLE1_2
141,Amend Request for Quotation,2011-02-22 20:22:37.219080,2011-02-22 20:33:06.708210,ROLE1_13
141,Analyze Request for Quotation,2011-02-22 20:33:06.708210,2011-02-22 21:00:42.275426,ROLE3_1
141,Amend Request for Quotation,2011-02-22 21:00:42.275426,2011-02-22 21:05:43.478821,ROLE1_2
141,Analyze Request for Quotation,2011-02-22 21:05:43.478821,2011-02-22 21:24:20.752756,ROLE3_1
141,Amend Request for Quotation,2011-02-22 21:24:20.752756,2011-02-22 21:36:08.045006,ROLE1_11
141,Analyze Request for Quotation,2011-02-22 21:36:08.045006,2011-02-22 21:54:32.376604,ROLE3_1
141,Amend Request for Quotation,2011-02-22 21:54:32.376604,2011-02-22 22:01:55.852330,ROLE1_6
141,Analyze Request for Quotation,2011-02-22 22:01:55.852330,2011-02-22 22:33:36.988902,ROLE3_1
141,Send Request for Quotation to Supplier,2011-02-22 22:33:36.988902,2011-02-22 23:02:30.332554,ROLE3_1
137,Deliver Goods Services,2011-02-22 04:51:48.002482,2011-02-23 01:41:06.453958,ROLE5_3
137,Release Purchase Order,2011-02-23 01:41:06.453958,2011-02-23 01:41:07.453958,ROLE1_12
137,Approve Purchase Order for payment,2011-02-23 01:41:07.453958,2011-02-23 01:41:08.453958,ROLE3_2
137,Send Invoice,2011-02-23 01:41:08.453958,2011-02-23 01:41:09.453958,ROLE5_1
137,Release Supplier's Invoice,2011-02-23 01:41:09.453958,2011-02-23 01:43:53.507895,ROLE4_0
137,Authorize Supplier's Invoice payment,2011-02-23 01:43:53.507895,2011-02-23 01:43:54.507895,ROLE4_1
137,Pay Invoice,2011-02-23 01:43:54.507895,2011-02-23 01:53:27.023180,ROLE4_1
141,Create Quotation comparison Map,2011-02-22 23:02:30.332554,2011-02-23 03:36:46.245459,ROLE3_1
141,Analyze Quotation Comparison Map,2011-02-23 03:36:46.245459,2011-02-23 03:44:10.821497,ROLE1_15
141,Choose best option,2011-02-23 03:44:10.821497,2011-02-23 03:44:11.821497,ROLE1_5
142,Create Purchase Requisition,2011-02-23 06:48:34.785239,2011-02-23 07:14:40.489625,ROLE1_3
142,Create Request for Quotation,2011-02-23 07:14:40.489625,2011-02-23 07:26:38.293295,ROLE6_6
142,Analyze Request for Quotation,2011-02-23 07:26:38.293295,2011-02-23 07:54:44.660571,ROLE3_1
142,Amend Request for Quotation,2011-02-23 07:54:44.660571,2011-02-23 08:02:42.277831,ROLE1_7
142,Analyze Request for Quotation,2011-02-23 08:02:42.277831,2011-02-23 08:35:35.238160,ROLE3_1
142,Amend Request for Quotation,2011-02-23 08:35:35.238160,2011-02-23 08:48:14.136986,ROLE1_8
142,Analyze Request for Quotation,2011-02-23 08:48:14.136986,2011-02-23 09:01:34.009376,ROLE3_1
142,Send Request for Quotation to Supplier,2011-02-23 09:01:34.009376,2011-02-23 09:13:37.900496,ROLE3_1
139,Deliver Goods Services,2011-02-22 18:18:44.210853,2011-02-23 09:57:38.389851,ROLE5_4
139,Release Purchase Order,2011-02-23 09:57:38.389851,2011-02-23 09:57:39.389851,ROLE1_1
139,Approve Purchase Order for payment,2011-02-23 09:57:39.389851,2011-02-23 09:57:40.389851,ROLE3_0
139,Send Invoice,2011-02-23 09:57:40.389851,2011-02-23 09:57:41.389851,ROLE5_4
139,Release Supplier's Invoice,2011-02-23 09:57:41.389851,2011-02-23 10:01:51.528225,ROLE4_0
139,Authorize Supplier's Invoice payment,2011-02-23 10:01:51.528225,2011-02-23 10:01:52.528225,ROLE4_0
139,Pay Invoice,2011-02-23 10:01:52.528225,2011-02-23 10:12:32.938510,ROLE4_1
142,Create Quotation comparison Map,2011-02-23 09:13:37.900496,2011-02-23 10:14:07.515063,ROLE3_1
142,Analyze Quotation Comparison Map,2011-02-23 10:14:07.515063,2011-02-23 10:44:40.667165,ROLE1_0
142,Choose best option,2011-02-23 10:44:40.667165,2011-02-23 10:44:41.667165,ROLE1_7
141,Settle Conditions With Supplier,2011-02-23 03:44:11.821497,2011-02-23 14:59:30.817471,ROLE3_2
141,Create Purchase Order,2011-02-23 14:59:30.817471,2011-02-23 15:07:51.200732,ROLE3_2
141,Confirm Purchase Order,2011-02-23 15:07:51.200732,2011-02-23 15:18:28.611485,ROLE5_0
141,Deliver Goods Services,2011-02-23 15:18:28.611485,2011-02-23 15:54:58.701257,ROLE5_0
141,Release Purchase Order,2011-02-23 15:54:58.701257,2011-02-23 15:54:59.701257,ROLE1_11
141,Approve Purchase Order for payment,2011-02-23 15:54:59.701257,2011-02-23 15:55:00.701257,ROLE3_0
141,Send Invoice,2011-02-23 15:55:00.701257,2011-02-23 15:55:01.701257,ROLE5_4
141,Release Supplier's Invoice,2011-02-23 15:55:01.701257,2011-02-23 15:57:47.680681,ROLE4_1
141,Authorize Supplier's Invoice payment,2011-02-23 15:57:47.680681,2011-02-23 15:57:48.680681,ROLE4_0
141,Pay Invoice,2011-02-23 15:57:48.680681,2011-02-23 16:05:12.121203,ROLE4_0
142,Settle Conditions With Supplier,2011-02-23 10:44:41.667165,2011-02-23 17:42:46.681090,ROLE3_1
142,Create Purchase Order,2011-02-23 17:42:46.681090,2011-02-23 17:54:18.057805,ROLE3_2
142,Confirm Purchase Order,2011-02-23 17:54:18.057805,2011-02-23 18:02:32.555793,ROLE5_2
143,Create Purchase Requisition,2011-02-23 21:28:23.775498,2011-02-23 22:04:01.571078,ROLE1_6
143,Analyze Purchase Requisition,2011-02-23 22:04:01.571078,2011-02-23 22:18:11.000015,ROLE2_1
143,Create Request for Quotation,2011-02-23 22:18:11.000015,2011-02-23 22:32:07.059767,ROLE6_15
143,Analyze Request for Quotation,2011-02-23 22:32:07.059767,2011-02-23 22:56:04.684329,ROLE3_0
143,Amend Request for Quotation,2011-02-23 22:56:04.684329,2011-02-23 23:02:18.190507,ROLE1_5
143,Analyze Request for Quotation,2011-02-23 23:02:18.190507,2011-02-23 23:25:31.153460,ROLE3_2
143,Send Request for Quotation to Supplier,2011-02-23 23:25:31.153460,2011-02-23 23:41:03.997287,ROLE3_2
143,Create Quotation comparison Map,2011-02-23 23:41:03.997287,2011-02-24 00:27:02.567616,ROLE3_0
143,Analyze Quotation Comparison Map,2011-02-24 00:27:02.567616,2011-02-24 00:50:14.832094,ROLE1_0
143,Choose best option,2011-02-24 00:50:14.832094,2011-02-24 00:50:15.832094,ROLE1_6
142,Deliver Goods Services,2011-02-23 18:02:32.555793,2011-02-24 03:10:46.993638,ROLE5_3
142,Release Purchase Order,2011-02-24 03:10:46.993638,2011-02-24 03:10:47.993638,ROLE1_14
142,Approve Purchase Order for payment,2011-02-24 03:10:47.993638,2011-02-24 03:10:48.993638,ROLE3_1
142,Send Invoice,2011-02-24 03:10:48.993638,2011-02-24 03:10:49.993638,ROLE5_2
142,Release Supplier's Invoice,2011-02-24 03:10:49.993638,2011-02-24 03:15:39.516352,ROLE4_0
142,Authorize Supplier's Invoice payment,2011-02-24 03:15:39.516352,2011-02-24 03:15:40.516352,ROLE4_0
142,Pay Invoice,2011-02-24 03:15:40.516352,2011-02-24 03:28:54.191029,ROLE4_1
144,Create Purchase Requisition,2011-02-24 07:25:53.477920,2011-02-24 07:38:09.014201,ROLE1_13
144,Analyze Purchase Requisition,2011-02-24 07:38:09.014201,2011-02-24 07:48:27.482079,ROLE2_1
144,Create Request for Quotation,2011-02-24 07:48:27.482079,2011-02-24 07:51:36.010198,ROLE6_7
144,Analyze Request for Quotation,2011-02-24 07:51:36.010198,2011-02-24 08:17:12.289054,ROLE3_0
144,Send Request for Quotation to Supplier,2011-02-24 08:17:12.289054,2011-02-24 08:42:28.732251,ROLE3_0
143,Settle Conditions With Supplier,2011-02-24 00:50:15.832094,2011-02-24 10:45:59.296895,ROLE3_2
143,Create Purchase Order,2011-02-24 10:45:59.296895,2011-02-24 10:54:52.773887,ROLE3_1
143,Confirm Purchase Order,2011-02-24 10:54:52.773887,2011-02-24 11:01:16.512875,ROLE5_2
144,Create Quotation comparison Map,2011-02-24 08:42:28.732251,2011-02-24 12:52:32.298325,ROLE3_0
144,Analyze Quotation Comparison Map,2011-02-24 12:52:32.298325,2011-02-24 13:15:16.074377,ROLE1_9
144,Choose best option,2011-02-24 13:15:16.074377,2011-02-24 13:15:17.074377,ROLE1_3
144,Settle Conditions With Supplier,2011-02-24 13:15:17.074377,2011-02-24 21:41:56.410506,ROLE3_0
144,Create Purchase Order,2011-02-24 21:41:56.410506,2011-02-24 21:48:27.366947,ROLE3_1
144,Confirm Purchase Order,2011-02-24 21:48:27.366947,2011-02-24 22:02:27.925662,ROLE5_0
143,Deliver Goods Services,2011-02-24 11:01:16.512875,2011-02-25 01:44:28.322772,ROLE5_3
143,Release Purchase Order,2011-02-25 01:44:28.322772,2011-02-25 01:44:29.322772,ROLE1_12
143,Approve Purchase Order for payment,2011-02-25 01:44:29.322772,2011-02-25 01:44:30.322772,ROLE3_2
143,Send Invoice,2011-02-25 01:44:30.322772,2011-02-25 01:44:31.322772,ROLE5_1
143,Release Supplier's Invoice,2011-02-25 01:44:31.322772,2011-02-25 01:50:25.516045,ROLE4_1
143,Authorize Supplier's Invoice payment,2011-02-25 01:50:25.516045,2011-02-25 01:50:26.516045,ROLE4_1
143,Pay Invoice,2011-02-25 01:50:26.516045,2011-02-25 02:03:21.077722,ROLE4_1
144,Deliver Goods Services,2011-02-24 22:02:27.925662,2011-02-25 05:24:32.971106,ROLE5_4
144,Release Purchase Order,2011-02-25 05:24:32.971106,2011-02-25 05:24:33.971106,ROLE1_1
144,Approve Purchase Order for payment,2011-02-25 05:24:33.971106,2011-02-25 05:24:34.971106,ROLE3_2
144,Send Invoice,2011-02-25 05:24:34.971106,2011-02-25 05:24:35.971106,ROLE5_1
144,Release Supplier's Invoice,2011-02-25 05:24:35.971106,2011-02-25 05:31:16.959026,ROLE4_1
144,Authorize Supplier's Invoice payment,2011-02-25 05:31:16.959026,2011-02-25 05:31:17.959026,ROLE4_1
144,Pay Invoice,2011-02-25 05:31:17.959026,2011-02-25 05:44:28.005835,ROLE4_1
145,Create Purchase Requisition,2011-02-26 07:33:38.149840,2011-02-26 08:07:25.716469,ROLE1_10
145,Create Request for Quotation,2011-02-26 08:07:25.716469,2011-02-26 08:10:53.850196,ROLE6_14
145,Analyze Request for Quotation,2011-02-26 08:10:53.850196,2011-02-26 08:39:21.620439,ROLE3_0
145,Amend Request for Quotation,2011-02-26 08:39:21.620439,2011-02-26 08:45:06.647917,ROLE1_5
145,Analyze Request for Quotation,2011-02-26 08:45:06.647917,2011-02-26 08:59:24.116557,ROLE3_1
145,Amend Request for Quotation,2011-02-26 08:59:24.116557,2011-02-26 09:17:58.967922,ROLE1_13
145,Analyze Request for Quotation,2011-02-26 09:17:58.967922,2011-02-26 09:36:24.832240,ROLE3_2
145,Amend Request for Quotation,2011-02-26 09:36:24.832240,2011-02-26 09:50:40.090526,ROLE1_6
145,Analyze Request for Quotation,2011-02-26 09:50:40.090526,2011-02-26 10:10:03.134615,ROLE3_0
145,Send Request for Quotation to Supplier,2011-02-26 10:10:03.134615,2011-02-26 10:31:29.862085,ROLE3_2
146,Create Purchase Requisition,2011-02-26 12:15:13.713376,2011-02-26 12:45:42.035628,ROLE1_5
146,Analyze Purchase Requisition,2011-02-26 12:45:42.035628,2011-02-26 12:52:27.063674,ROLE2_1
146,Create Request for Quotation,2011-02-26 12:52:27.063674,2011-02-26 12:52:51.313343,ROLE6_3
146,Analyze Request for Quotation,2011-02-26 12:52:51.313343,2011-02-26 13:25:41.809479,ROLE3_1
146,Send Request for Quotation to Supplier,2011-02-26 13:25:41.809479,2011-02-26 13:53:53.781119,ROLE3_1
145,Create Quotation comparison Map,2011-02-26 10:31:29.862085,2011-02-26 14:33:42.860638,ROLE3_0
145,Analyze Quotation Comparison Map,2011-02-26 14:33:42.860638,2011-02-26 14:44:19.712640,ROLE1_6
145,Choose best option,2011-02-26 14:44:19.712640,2011-02-26 14:44:20.712640,ROLE1_8
147,Create Purchase Requisition,2011-02-26 17:45:41.323479,2011-02-26 17:53:19.944416,ROLE1_14
147,Analyze Purchase Requisition,2011-02-26 17:53:19.944416,2011-02-26 18:05:13.758924,ROLE2_2
147,Create Request for Quotation,2011-02-26 18:05:13.758924,2011-02-26 18:17:31.057303,ROLE6_11
146,Create Quotation comparison Map,2011-02-26 13:53:53.781119,2011-02-26 18:18:06.003842,ROLE3_1
146,Analyze Quotation Comparison Map,2011-02-26 18:18:06.003842,2011-02-26 18:38:59.896092,ROLE1_16
146,Choose best option,2011-02-26 18:38:59.896092,2011-02-26 18:39:00.896092,ROLE1_6
147,Analyze Request for Quotation,2011-02-26 18:17:31.057303,2011-02-26 18:48:37.522201,ROLE7_2
147,Amend Request for Quotation,2011-02-26 18:48:37.522201,2011-02-26 19:01:17.746060,ROLE1_5
147,Analyze Request for Quotation,2011-02-26 19:01:17.746060,2011-02-26 19:26:01.708490,ROLE0_2
147,Send Request for Quotation to Supplier,2011-02-26 19:26:01.708490,2011-02-26 19:53:34.214602,ROLE0_6
148,Create Purchase Requisition,2011-02-26 22:34:08.579845,2011-02-26 23:19:23.042342,ROLE1_6
148,Analyze Purchase Requisition,2011-02-26 23:19:23.042342,2011-02-26 23:25:06.403279,ROLE2_2
148,Create Request for Quotation,2011-02-26 23:25:06.403279,2011-02-26 23:32:24.245161,ROLE6_4
148,Analyze Request for Quotation,2011-02-26 23:32:24.245161,2011-02-27 00:06:19.579116,ROLE0_0
148,Send Request for Quotation to Supplier,2011-02-27 00:06:19.579116,2011-02-27 00:20:07.901582,ROLE7_4
147,Create Quotation comparison Map,2011-02-26 19:53:34.214602,2011-02-27 01:23:54.513248,ROLE6_8
147,Analyze Quotation Comparison Map,2011-02-27 01:23:54.513248,2011-02-27 01:52:25.204982,ROLE1_8
147,Choose best option,2011-02-27 01:52:25.204982,2011-02-27 01:52:26.204982,ROLE1_0
145,Settle Conditions With Supplier,2011-02-26 14:44:20.712640,2011-02-27 02:00:31.024568,ROLE3_2
145,Create Purchase Order,2011-02-27 02:00:31.024568,2011-02-27 02:07:13.857109,ROLE3_2
145,Confirm Purchase Order,2011-02-27 02:07:13.857109,2011-02-27 02:42:08.708851,ROLE5_3
148,Create Quotation comparison Map,2011-02-27 00:20:07.901582,2011-02-27 03:15:48.769986,ROLE7_3
148,Analyze Quotation Comparison Map,2011-02-27 03:15:48.769986,2011-02-27 03:47:08.083800,ROLE1_8
148,Choose best option,2011-02-27 03:47:08.083800,2011-02-27 03:47:09.083800,ROLE1_6
146,Settle Conditions With Supplier,2011-02-26 18:39:00.896092,2011-02-27 07:39:02.520964,ROLE3_1
146,Create Purchase Order,2011-02-27 07:39:02.520964,2011-02-27 07:49:48.534419,ROLE3_2
146,Confirm Purchase Order,2011-02-27 07:49:48.534419,2011-02-27 08:01:38.208540,ROLE5_2
149,Create Purchase Requisition,2011-02-27 09:30:33.018780,2011-02-27 09:36:15.471994,ROLE1_13
149,Analyze Purchase Requisition,2011-02-27 09:36:15.471994,2011-02-27 09:50:01.916673,ROLE2_1
149,Create Request for Quotation,2011-02-27 09:50:01.916673,2011-02-27 09:57:20.654412,ROLE6_5
149,Analyze Request for Quotation,2011-02-27 09:57:20.654412,2011-02-27 10:07:27.556687,ROLE6_2
149,Amend Request for Quotation,2011-02-27 10:07:27.556687,2011-02-27 10:12:04.745307,ROLE1_6
149,Analyze Request for Quotation,2011-02-27 10:12:04.745307,2011-02-27 10:18:32.332624,ROLE6_0
149,Send Request for Quotation to Supplier,2011-02-27 10:18:32.332624,2011-02-27 10:35:07.565510,ROLE6_13
149,Create Quotation comparison Map,2011-02-27 10:35:07.565510,2011-02-27 12:20:25.965637,ROLE0_5
149,Analyze Quotation Comparison Map,2011-02-27 12:20:25.965637,2011-02-27 12:29:46.938232,ROLE1_6
149,Choose best option,2011-02-27 12:29:46.938232,2011-02-27 12:29:47.938232,ROLE1_13
148,Settle Conditions With Supplier,2011-02-27 03:47:09.083800,2011-02-27 12:34:30.522650,ROLE6_16
148,Create Purchase Order,2011-02-27 12:34:30.522650,2011-02-27 12:42:19.792280,ROLE2_0
148,Confirm Purchase Order,2011-02-27 12:42:19.792280,2011-02-27 12:48:35.106116,ROLE5_4
147,Settle Conditions With Supplier,2011-02-27 01:52:26.204982,2011-02-27 14:19:08.854631,ROLE7_0
147,Create Purchase Order,2011-02-27 14:19:08.854631,2011-02-27 14:30:12.175417,ROLE3_2
147,Confirm Purchase Order,2011-02-27 14:30:12.175417,2011-02-27 14:48:14.902764,ROLE5_1
149,Settle Conditions With Supplier,2011-02-27 12:29:47.938232,2011-02-27 17:23:01.413812,ROLE6_9
149,Create Purchase Order,2011-02-27 17:23:01.413812,2011-02-27 17:32:39.892099,ROLE3_2
149,Confirm Purchase Order,2011-02-27 17:32:39.892099,2011-02-27 17:53:19.335332,ROLE0_3
145,Deliver Goods Services,2011-02-27 02:42:08.708851,2011-02-27 19:50:02.185231,ROLE5_0
145,Release Purchase Order,2011-02-27 19:50:02.185231,2011-02-27 19:50:03.185231,ROLE1_10
145,Approve Purchase Order for payment,2011-02-27 19:50:03.185231,2011-02-27 19:50:04.185231,ROLE3_0
145,Send Invoice,2011-02-27 19:50:04.185231,2011-02-27 19:50:05.185231,ROLE5_0
145,Release Supplier's Invoice,2011-02-27 19:50:05.185231,2011-02-27 19:53:14.924194,ROLE4_1
145,Authorize Supplier's Invoice payment,2011-02-27 19:53:14.924194,2011-02-27 19:53:15.924194,ROLE4_1
145,Pay Invoice,2011-02-27 19:53:15.924194,2011-02-27 20:01:11.794070,ROLE4_1
149,Deliver Goods Services,2011-02-27 17:53:19.335332,2011-02-27 20:51:59.664428,ROLE6_1
149,Release Purchase Order,2011-02-27 20:51:59.664428,2011-02-27 20:52:00.664428,ROLE1_16
149,Approve Purchase Order for payment,2011-02-27 20:52:00.664428,2011-02-27 20:52:01.664428,ROLE3_2
149,Send Invoice,2011-02-27 20:52:01.664428,2011-02-27 20:52:02.664428,ROLE5_0
149,Release Supplier's Invoice,2011-02-27 20:52:02.664428,2011-02-27 20:55:56.062528,ROLE0_4
149,Authorize Supplier's Invoice payment,2011-02-27 20:55:56.062528,2011-02-27 20:55:57.062528,ROLE6_12
149,Pay Invoice,2011-02-27 20:55:57.062528,2011-02-27 21:04:02.498831,ROLE0_7
147,Deliver Goods Services,2011-02-27 14:48:14.902764,2011-02-27 22:25:02.479046,ROLE5_1
147,Release Purchase Order,2011-02-27 22:25:02.479046,2011-02-27 22:25:03.479046,ROLE1_5
147,Approve Purchase Order for payment,2011-02-27 22:25:03.479046,2011-02-27 22:25:04.479046,ROLE3_0
147,Send Invoice,2011-02-27 22:25:04.479046,2011-02-27 22:25:05.479046,ROLE5_1
147,Release Supplier's Invoice,2011-02-27 22:25:05.479046,2011-02-27 22:28:07.328749,ROLE4_0
147,Authorize Supplier's Invoice payment,2011-02-27 22:28:07.328749,2011-02-27 22:28:08.328749,ROLE4_0
147,Pay Invoice,2011-02-27 22:28:08.328749,2011-02-27 22:33:38.542776,ROLE4_0
148,Deliver Goods Services,2011-02-27 12:48:35.106116,2011-02-28 04:33:12.493684,ROLE5_4
148,Release Purchase Order,2011-02-28 04:33:12.493684,2011-02-28 04:33:13.493684,ROLE1_14
148,Approve Purchase Order for payment,2011-02-28 04:33:13.493684,2011-02-28 04:33:14.493684,ROLE3_0
